ORDER	61	5	329	28485	15	4545	9364
ORDER	62	6	188	29949	27	9531	5730
ORDER	63	3	1774	23682	18	6426	4626
ORDER	64	1	3757	15977	9	2970	5146
ORDER	65	2	1587	17747	23	7314	7123
ORDER	66	6	2419	17998	10	3530	7357
ORDER	67	1	11141	29764	9	2970	5275
ORDER	68	3	176	20887	21	7497	1598
ORDER	69	6	44	29428	20	7060	8589
ORDER	70	3	3104	26824	26	9282	227
ORDER	71	3	932	14372	27	9639	1980
ORDER	72	4	5576	27234	6	1314	9646
ORDER	73	5	359	29245	4	1212	2226
ORDER	74	1	13791	24290	5	1650	2892
ORDER	75	1	1071	20629	18	5940	8975
ORDER	76	4	3289	26482	27	5913	2919
ORDER	77	3	8976	28713	4	1428	5774
ORDER	78	5	1650	26504	30	9090	1926
ORDER	79	4	1227	16819	21	4599	2974
ORDER	80	2	4662	25147	16	5088	1504
ORDER	81	4	4140	18434	5	1095	1579
ORDER	82	5	5470	28212	8	2424	3032
ORDER	83	6	14119	29511	13	4589	3132
ORDER	84	1	7530	27430	24	7920	9264
ORDER	85	4	1559	29426	21	4599	7278
ORDER	86	4	2972	23209	29	6351	4762
ORDER	87	4	1127	28970	12	2628	689
ORDER	88	1	4015	29627	18	5940	5222
ORDER	89	4	768	27728	4	876	7694
ORDER	90	0	5502	18394	9	3096	4818
ORDER	91	5	11031	24552	6	1818	1922
ORDER	92	5	5181	21440	24	7272	3707
ORDER	93	2	1207	26710	30	9540	1747
ORDER	94	1	5435	28149	1	330	3810
ORDER	95	4	1755	29110	22	4818	9476
ORDER	96	6	9133	27312	15	5295	8740
ORDER	97	3	13253	23410	15	5355	8109
ORDER	98	3	4180	22877	22	7854	8970
ORDER	99	1	11681	26481	2	660	623
ORDER	100	4	987	28931	22	4818	5363
ORDER	101	0	2673	26135	25	8600	1660
ORDER	102	1	1906	15914	11	3630	407
ORDER	103	3	2166	29636	16	5712	206
ORDER	104	0	14885	25724	10	3440	9659
ORDER	105	2	5280	26791	7	2226	4546
ORDER	106	4	12628	25547	4	876	9197
ORDER	107	3	12906	23252	3	1071	6334
ORDER	108	2	114	27846	30	9540	3277
ORDER	109	2	7082	20299	4	1272	7404
ORDER	110	1	4468	23504	19	6270	7826
ORDER	111	2	6474	28563	29	9222	8342
ORDER	112	5	6841	25601	4	1212	2566
ORDER	113	0	5	29864	20	6880	2457
ORDER	114	4	408	29466	11	2409	9408
ORDER	115	3	12253	25798	24	8568	3052
ORDER	116	1	2968	14213	19	6270	6573
ORDER	117	5	10724	22649	30	9090	6105
ORDER	118	3	1495	29506	20	7140	8206
ORDER	119	6	1012	27329	28	9884	3078
ORDER	120	4	6903	29756	18	3942	6553
ORDER	121	4	905	29076	19	4161	5563
ORDER	122	1	2310	28990	4	1320	4402
ORDER	123	5	1768	28685	3	909	4716
ORDER	124	0	845	19960	7	2408	956
ORDER	125	3	2393	26572	25	8925	1386
ORDER	126	1	3288	17415	25	8250	1726
ORDER	127	0	8743	29148	22	7568	3508
ORDER	128	5	384	25468	8	2424	3482
ORDER	129	0	3303	29709	4	1376	9073
ORDER	130	1	3913	19112	17	5610	1976
ORDER	131	4	3078	28645	24	5256	4464
ORDER	132	5	1718	25013	29	8787	855
ORDER	133	4	550	28250	27	5913	9142
ORDER	134	1	18351	28907	7	2310	1472
ORDER	135	6	2146	19811	10	3530	2293
ORDER	136	1	59	29961	8	2640	5508
ORDER	137	1	13002	23694	7	2310	2401
ORDER	138	4	6147	20199	7	1533	4172
ORDER	139	4	5323	29474	19	4161	6150
ORDER	140	3	12697	29540	6	2142	1282
ORDER	141	4	12088	29147	13	2847	8420
ORDER	142	5	111	27360	20	6060	2587
ORDER	143	4	6510	28082	29	6351	4860
ORDER	144	5	3197	29431	3	909	113
ORDER	145	1	12353	28977	19	6270	8663
ORDER	146	4	15027	28550	9	1971	7280
ORDER	147	2	403	29507	22	6996	1820
ORDER	148	2	3547	28051	11	3498	1909
ORDER	149	5	1428	24602	23	6969	2541
ORDER	150	1	6730	17380	3	990	7922
ORDER	151	2	4015	24707	10	3180	7197
ORDER	152	0	3518	27351	18	6192	6903
ORDER	153	6	7502	19175	20	7060	9499
ORDER	154	3	8161	18291	13	4641	7166
ORDER	155	0	18003	28090	15	5160	634
ORDER	156	4	1095	28364	4	876	244
ORDER	157	6	7817	25071	19	6707	2577
ORDER	158	1	1001	26715	15	4950	7605
ORDER	159	1	7290	18260	8	2640	2799
ORDER	160	1	4009	23892	22	7260	5197
ORDER	161	2	14076	27428	27	8586	9284
ORDER	162	4	1077	27950	18	3942	8258
ORDER	163	2	12057	25439	10	3180	8802
ORDER	164	1	11598	28709	17	5610	3594
ORDER	165	1	7009	28839	27	8910	3966
ORDER	166	4	388	26041	14	3066	5045
ORDER	167	4	2513	22738	18	3942	1935
ORDER	168	0	11579	22311	15	5160	5090
ORDER	169	3	53	27286	4	1428	6856
ORDER	170	4	197	29044	24	5256	7090
ORDER	171	0	762	28892	5	1720	645
ORDER	172	5	1755	29585	28	8484	4251
ORDER	173	5	5121	23512	7	2121	1128
ORDER	174	2	2980	24728	1	318	7949
ORDER	175	4	891	29641	5	1095	1550
ORDER	176	4	240	23331	6	1314	7726
ORDER	177	2	16866	29432	13	4134	3395
ORDER	178	5	6645	19191	2	606	4139
ORDER	179	4	8731	19440	12	2628	4579
ORDER	180	1	676	17686	7	2310	1594
ORDER	181	0	8779	28207	13	4472	1229
ORDER	182	4	3625	29240	30	6570	5413
ORDER	183	2	1504	24986	2	636	3178
ORDER	184	5	3073	25276	4	1212	6273
ORDER	185	4	2737	20953	15	3285	4993
ORDER	186	3	1596	22511	15	5355	8105
ORDER	187	2	4145	18308	26	8268	6570
ORDER	188	0	6264	23670	2	688	3383
ORDER	189	5	10409	27600	27	8181	3902
ORDER	190	4	18172	29207	9	1971	885
ORDER	191	1	1369	20241	17	5610	5830
ORDER	192	0	10471	21447	14	4816	6183
ORDER	193	1	3664	27169	8	2640	7781
ORDER	194	3	4355	25089	8	2856	4853
ORDER	195	4	15055	29353	11	2409	2026
ORDER	196	3	10688	22388	3	1071	8239
ORDER	197	4	8571	21522	5	1095	8711
ORDER	198	3	1462	28949	2	714	3449
ORDER	199	1	12913	25752	23	7590	5321
